Frequency (Hz)	Level (dB)
851.234436	-61.541229
851.907349	-60.998894
852.580261	-60.954556
853.253174	-61.170010
853.926086	-60.642570
854.598999	-60.181683
855.271912	-60.477440
855.944824	-59.701099
856.617737	-59.072685
857.290649	-59.598328
857.963562	-59.085506
858.636475	-57.710876
859.309387	-56.577141
859.982300	-55.804035
860.655212	-55.165295
861.328125	-54.476959
862.001038	-53.712578
862.673950	-52.835594
863.346863	-52.668453
864.019775	-52.745937
864.692688	-52.779301
865.365601	-52.351067
866.038513	-51.776207
866.711426	-51.454849
867.384338	-52.024662
868.057251	-51.868332
868.730164	-51.433449
869.403076	-51.474419
870.075989	-51.664288
870.748901	-50.648720
871.421814	-49.649998
872.094727	-49.678905
872.767639	-49.609493
873.440552	-48.515186
874.113464	-47.430321
874.786377	-46.273335
875.459290	-45.217716
876.132202	-43.943771
876.805115	-42.011555
877.478027	-40.385410
878.150940	-38.277760
878.823853	-36.310867
879.496765	-34.615128
880.169678	-32.281929
880.842590	-31.717119
881.515503	-33.505554
882.188416	-35.500500
882.861328	-36.849194
883.534241	-39.209270
884.207153	-41.258934
884.880066	-42.686829
885.552979	-43.883877
886.225891	-45.562752
886.898804	-46.512096
887.571716	-46.850307
888.244629	-47.918797
888.917542	-48.791100
889.590454	-48.920311
890.263367	-49.790817
890.936279	-50.805859
891.609192	-52.039474
892.282104	-53.015156
892.955017	-53.912445
893.627930	-55.146618
894.300842	-55.654408
894.973755	-55.910587
895.646667	-56.958855
896.319580	-57.714565
896.992493	-58.105278
897.665405	-57.826244
898.338318	-57.510433
899.011230	-57.786594
899.684143	-58.950428
900.357056	-59.903141
901.029968	-59.686741
901.702881	-59.820057
902.375793	-60.212685
903.048706	-60.082550
903.721619	-60.018131
904.394531	-60.582668
905.067444	-61.352203
905.740356	-61.578758
906.413269	-61.617542
907.086182	-60.661911
907.759094	-60.306232
908.432007	-60.816647
909.104919	-61.049549
909.777832	-60.406288
910.450745	-60.788898
911.123657	-60.955986
911.796570	-60.987484
912.469482	-61.029030
913.142395	-61.135132
913.815308	-61.118259
914.488220	-61.342678
915.161133	-60.932476
915.834045	-61.083847
916.506958	-62.074139
917.179871	-62.262817
917.852783	-62.277107
918.525696	-62.897480
919.198608	-62.945713
919.871521	-62.251434
920.544434	-62.141476
921.217346	-61.483734
921.890259	-57.003242
922.563171	-55.199928
923.236084	-55.193634
923.908997	-49.594635
924.581909	-49.152435
925.254822	-53.213322
925.927734	-57.521271
926.600647	-58.452305
927.273560	-59.506325
927.946472	-59.914257
928.619385	-59.748978
929.292297	-58.426723
929.965210	-56.558681
930.638123	-55.443920
931.311035	-55.290836
931.983948	-55.723129
932.656860	-55.846558
933.329773	-55.414688
934.002686	-54.796612
934.675598	-54.177532
935.348511	-53.812054
936.021423	-53.315441
936.694336	-53.095024
937.367249	-53.524052
938.040161	-54.042313
938.713074	-54.358086
939.385986	-54.447418
940.058899	-54.428532
940.731812	-55.042465
941.404724	-55.041836
942.077637	-54.925007
942.750549	-55.334465
943.423462	-55.856888
944.096375	-56.193981
944.769287	-56.956032
945.442200	-57.837059
946.115112	-58.495895
946.788025	-59.128845
947.460938	-59.540001
948.133850	-59.404110
948.806763	-60.613575
949.479675	-61.629490
950.152588	-61.548855
950.825500	-62.017040
951.498413	-62.579060
952.171326	-62.020378
952.844238	-62.028820
953.517151	-62.385834
954.190063	-62.146843
954.862976	-62.411510
955.535889	-62.330589
956.208801	-61.801468
956.881714	-61.754055
957.554626	-61.987274
958.227539	-61.248024
958.900452	-61.209637
959.573364	-61.847469
960.246277	-61.526459
960.919189	-60.927872
961.592102	-61.245403
962.265015	-61.006565
962.937927	-60.774094
963.610840	-60.837154
964.283752	-60.997425
964.956665	-60.750969
965.629578	-60.363766
966.302490	-60.311905
966.975403	-60.056168
967.648315	-59.466568
968.321228	-59.514896
968.994141	-59.121574
969.667053	-59.055130
970.339966	-58.580242
971.012878	-57.599121
971.685791	-57.934669
972.358704	-58.443058
973.031616	-57.276825
973.704529	-56.877678
974.377441	-56.919796
975.050354	-55.970646
975.723267	-54.904869
976.396179	-54.133888
977.069092	-53.207798
977.742004	-53.238182
978.414917	-53.422314
979.087830	-52.501709
979.760742	-51.658638
980.433655	-50.948803
981.106567	-48.881741
981.779480	-47.469814
982.452393	-46.922256
983.125305	-45.342182
983.798218	-43.824017
984.471130	-43.204468
985.144043	-41.671581
985.816956	-39.787907
986.489868	-39.302357
987.162781	-37.767517
987.835693	-35.513824
988.508606	-33.906082
989.181519	-33.936256
989.854431	-36.124035
990.527344	-38.350456
991.200256	-39.864269
991.873169	-41.633221
992.546082	-43.894382
993.218994	-45.219742
993.891907	-46.245029
994.564819	-47.516365
995.237732	-47.868176
995.910645	-47.606304
996.583557	-47.565231
997.256470	-47.539825
997.929382	-47.518238
998.602295	-47.871029
999.275208	-48.240604
999.948120	-48.960278
1000.621033	-51.032818
1001.293945	-52.851585
1001.966858	-53.517300
1002.639771	-54.929153
1003.312683	-56.493095
1003.985596	-57.118458
1004.658508	-58.200516
1005.331421	-58.907681
1006.004333	-57.570805
1006.677246	-57.553963
1007.350159	-58.600266
1008.023071	-58.919075
1008.695984	-59.700420
1009.368896	-60.714531
1010.041809	-59.667797
1010.714722	-59.557480
1011.387634	-60.228317
1012.060547	-59.790981
1012.733459	-60.175980
1013.406372	-61.114193
1014.079285	-60.899750
1014.752197	-60.863422
1015.425110	-60.948002
1016.098022	-60.613171
1016.770935	-60.189293
1017.443848	-60.428440
1018.116760	-60.493412
1018.789673	-60.493687
1019.462585	-60.706261
1020.135498	-60.863483
1020.808411	-59.738537
1021.481323	-59.052219
1022.154236	-57.535934
1022.827148	-54.985622
1023.500061	-53.775089
1024.172974	-53.415329
1024.845886	-51.867367
1025.518799	-49.439846
1026.191711	-48.130905
1026.864624	-48.122082
1027.537537	-50.223743
1028.210449	-53.121613
1028.883362	-54.135036
1029.556274	-54.020142
1030.229187	-53.045105
1030.902100	-51.903011
1031.575012	-51.950470
1032.247925	-52.899269
1032.920837	-53.704441
1033.593750	-54.387897
1034.266663	-55.151340
1034.939575	-55.820965
1035.612488	-56.882320
1036.285400	-57.882881
1036.958313	-57.886681
1037.631226	-57.531448
1038.304138	-55.985970
1038.977051	-54.640171
1039.649963	-53.908730
1040.322876	-54.065807
1040.995789	-54.624466
1041.668701	-55.398064
1042.341614	-56.339172
1043.014526	-57.152817
1043.687439	-57.801632
1044.360352	-58.621254
1045.033264	-59.276871
1045.706177	-59.844265
1046.379089	-60.291920
1047.052002	-60.226490
1047.724915	-60.195145
1048.397827	-60.758762
1049.070740	-61.774319
1049.743652	-62.391621
1050.416565	-63.181206
1051.089478	-63.734097
1051.762390	-63.868862
1052.435303	-63.937618
1053.108215	-64.167923
1053.781128	-64.475693
1054.454041	-64.565063
1055.126953	-64.899651
1055.799866	-64.866150
1056.472778	-64.642067
1057.145691	-65.110809
1057.818604	-65.734489
1058.491516	-65.579971
1059.164429	-65.641571
1059.837341	-65.860710
1060.510254	-65.489998
1061.183167	-65.499916
1061.856079	-65.977554
1062.528992	-65.577980
1063.201904	-65.795410
1063.874817	-66.406006
1064.547729	-65.950500
1065.220642	-65.660645
1065.893555	-66.158844
1066.566467	-65.921692
1067.239380	-65.633202
1067.912292	-66.031990
1068.585205	-65.789421
1069.258118	-65.393379
1069.931030	-65.584190
1070.603943	-65.567230
1071.276855	-65.055466
1071.949768	-64.555550
1072.622681	-63.972874
1073.295593	-63.023495
1073.968506	-62.385475
1074.641418	-61.412354
1075.314331	-61.233864
1075.987244	-61.762535
1076.660156	-62.109135
1077.333069	-62.572823
1078.005981	-62.843842
1078.678894	-62.749912
1079.351807	-62.981411
1080.024719	-63.821297
1080.697632	-63.704399
1081.370544	-63.956161
1082.043457	-64.540962
1082.716370	-64.680580
1083.389282	-65.129128
1084.062195	-66.323380
1084.735107	-66.726501
1085.408020	-66.907928
1086.080933	-66.880234
1086.753845	-66.380096
1087.426758	-66.382172
1088.099670	-66.423691
1088.772583	-66.644890
1089.445496	-67.057419
1090.118408	-66.450287
1090.791321	-66.021759
1091.464233	-65.573296
1092.137146	-65.268089
1092.810059	-65.279358
1093.482971	-65.099510
1094.155884	-63.891209
1094.828796	-62.716736
1095.501709	-61.100014
1096.174622	-59.668686
1096.847534	-59.335205
1097.520447	-59.740475
1098.193359	-59.813210
1098.866272	-59.298809
1099.539185	-59.504852
1100.212097	-59.111839
1100.885010	-58.143639
1101.557922	-57.627728
1102.230835	-57.679245
1102.903748	-57.263527
1103.576660	-57.095474
1104.249573	-57.112232
1104.922485	-57.266884
1105.595398	-57.584656
1106.268311	-57.094555
1106.941223	-55.219322
1107.614136	-53.403206
1108.287048	-52.522919
1108.959961	-51.662075
1109.632874	-48.089535
1110.305786	-45.804253
1110.978699	-46.423431
1111.651611	-49.090679
1112.324524	-51.217026
1112.997437	-53.029308
1113.670349	-55.930038
1114.343262	-57.245354
1115.016174	-57.068993
1115.689087	-57.210617
1116.362000	-57.360851
1117.034912	-57.819683
1117.707825	-59.103615
1118.380737	-59.869564
1119.053650	-59.348938
1119.726563	-59.404179
1120.399475	-59.796513
1121.072388	-60.078873
1121.745300	-61.205925
1122.418213	-62.347721
1123.091125	-62.778965
1123.764038	-63.361469
1124.436951	-63.767296
1125.109863	-63.991936
1125.782776	-64.091263
1126.455688	-63.855545
1127.128601	-64.456940
1127.801514	-64.654762
1128.474426	-64.223961
1129.147339	-64.516296
1129.820251	-64.793831
1130.493164	-64.550568
1131.166077	-64.468513
1131.838989	-64.420067
1132.511902	-63.641270
1133.184814	-63.458946
1133.857727	-63.440037
1134.530640	-62.552021
1135.203552	-62.950821
1135.876465	-61.566303
1136.549377	-60.622402
1137.222290	-60.084026
1137.895203	-58.818584
1138.568115	-58.322548
1139.241028	-57.805729
1139.913940	-57.417843
1140.586853	-57.923836
1141.259766	-58.336884
1141.932678	-58.647476
1142.605591	-57.964016
1143.278503	-58.758430
1143.951416	-60.009617
1144.624329	-59.957802
1145.297241	-61.219357
1145.970154	-60.886993
1146.643066	-59.173912
1147.315979	-58.851120
1147.988892	-59.574184
1148.661804	-56.330902
1149.334717	-52.258762
1150.007629	-51.393116
1150.680542	-47.841541
1151.353455	-44.310921
1152.026367	-43.513721
1152.699280	-43.388287
1153.372192	-46.051235
1154.045105	-49.144413
1154.718018	-50.214069
1155.390930	-52.681313
1156.063843	-58.058010
1156.736755	-58.295040
1157.409668	-58.077000
1158.082581	-59.871574
1158.755493	-60.555428
1159.428406	-59.678673
1160.101318	-59.530666
1160.774231	-58.819324
1161.447144	-58.839413
1162.120056	-58.888214
1162.792969	-58.461964
1163.465881	-58.771355
1164.138794	-58.250126
1164.811707	-58.095200
1165.484619	-58.070301
1166.157532	-57.109646
1166.830444	-56.274700
1167.503357	-55.562096
1168.176270	-54.414001
1168.849182	-53.405075
1169.522095	-52.352592
1170.195007	-51.478203
1170.867920	-49.921707
1171.540833	-48.188053
1172.213745	-46.509933
1172.886658	-44.853157
1173.559570	-44.105904
1174.232483	-43.717724
1174.905396	-44.135216
1175.578308	-45.438011
1176.251221	-46.680225
1176.924133	-48.105854
1177.597046	-50.041256
1178.269958	-51.262894
1178.942871	-51.809952
1179.615784	-52.178543
1180.288696	-52.785480
1180.961609	-53.866982
1181.634521	-54.477016
1182.307434	-55.473576
1182.980347	-56.523991
1183.653259	-57.615726
1184.326172	-58.178200
1184.999084	-58.636963
1185.671997	-58.790718
1186.344910	-59.063435
1187.017822	-58.864834
1187.690735	-59.356308
1188.363647	-60.529167
1189.036560	-61.157135
1189.709473	-61.880909
1190.382385	-62.335423
1191.055298	-62.508949
1191.728210	-62.682240
1192.401123	-63.274944
1193.074036	-63.667267
1193.746948	-63.739330
1194.419861	-64.290062
1195.092773	-64.496475
1195.765686	-64.601654
1196.438599	-64.596855
1197.111511	-64.992538
1197.784424	-64.997772
1198.457336	-65.160484
1199.130249	-65.162376
1199.803162	-64.883736
1200.476074	-65.252342
1201.148987	-65.504524
1201.821899	-65.563210
1202.494812	-64.821602
1203.167725	-64.394623
1203.840637	-64.298416
1204.513550	-63.490875
1205.186462	-62.522404
1205.859375	-61.513863
1206.532288	-60.225674
1207.205200	-59.629791
1207.878113	-59.653008
1208.551025	-59.841614
1209.223938	-60.095261
1209.896851	-60.213558
1210.569763	-60.118393
1211.242676	-59.747150
1211.915588	-59.574730
1212.588501	-59.983887
1213.261414	-60.156750
1213.934326	-61.011234
1214.607239	-61.307907
1215.280151	-61.307934
1215.953064	-61.402180
1216.625977	-61.779636
1217.298889	-62.197212
1217.971802	-62.236820
1218.644714	-62.274078
1219.317627	-62.538460
1219.990540	-62.421379
1220.663452	-62.440594
1221.336365	-62.919262
1222.009277	-62.663170
1222.682190	-62.759953
1223.355103	-62.655941
1224.028015	-62.214149
1224.700928	-62.676083
1225.373840	-62.575653
1226.046753	-61.803249
1226.719666	-61.882641
1227.392578	-61.571316
1228.065491	-60.404366
1228.738403	-59.688725
1229.411316	-58.178497
1230.084229	-55.752960
1230.757141	-53.891556
1231.430054	-52.910969
1232.102966	-52.791100
1232.775879	-53.132385
1233.448792	-53.628418
1234.121704	-53.581337
1234.794617	-53.456318
1235.467529	-53.282253
1236.140442	-53.471378
1236.813354	-54.025665
1237.486267	-54.467701
1238.159180	-54.550137
1238.832092	-54.901382
1239.505005	-55.304192
1240.177917	-55.703117
1240.850830	-56.596523
1241.523743	-57.947086
1242.196655	-59.344017
1242.869568	-59.994312
1243.542480	-58.845074
1244.215393	-57.795780
1244.888306	-57.944668
1245.561218	-58.725498
1246.234131	-59.109886
1246.907043	-59.095413
1247.579956	-59.105503
1248.252869	-58.977772
1248.925781	-59.273922
1249.598694	-60.532494
1250.271606	-62.477840
1250.944519	-64.168396
1251.617432	-65.575867
1252.290344	-65.512527
1252.963257	-65.535027
1253.636169	-66.914803
1254.309082	-66.815086
1254.981995	-66.376068
1255.654907	-67.087555
1256.327820	-67.235924
1257.000732	-66.765617
1257.673645	-67.356865
1258.346558	-67.466026
1259.019470	-67.032112
1259.692383	-67.404449
1260.365295	-67.323296
1261.038208	-67.040733
1261.711121	-67.667801
1262.384033	-67.714622
1263.056946	-67.122681
1263.729858	-67.670303
1264.402771	-67.567276
1265.075684	-67.001869
1265.748596	-67.439140
1266.421509	-67.219353
1267.094421	-66.631256
1267.767334	-67.240471
1268.440247	-67.681862
1269.113159	-67.675369
1269.786072	-68.071075
1270.458984	-68.054359
1271.131897	-67.601440
1271.804810	-67.678764
1272.477722	-68.311050
1273.150635	-68.048607
1273.823547	-67.924248
1274.496460	-67.624550
1275.169373	-67.449646
1275.842285	-67.218521
1276.515198	-66.903351
1277.188110	-66.947441
1277.861023	-67.283768
1278.533936	-67.164330
1279.206848	-66.871078
1279.879761	-66.815559
1280.552673	-67.038727
1281.225586	-67.133553
1281.898499	-67.467155
1282.571411	-67.591835
1283.244324	-67.713463
1283.917236	-67.511284
1284.590149	-67.110107
1285.263062	-66.495956
1285.935974	-67.189491
1286.608887	-67.911880
1287.281799	-68.154678
1287.954712	-67.720398
1288.627625	-65.441162
1289.300537	-65.674110
1289.973450	-66.585823
1290.646362	-64.856262
1291.319275	-61.191402
1291.992188	-57.156227
1292.665100	-57.911068
1293.338013	-54.063076
1294.010925	-50.348137
1294.683838	-52.672241
1295.356750	-60.986675
1296.029663	-60.794971
1296.702576	-60.899002
1297.375488	-62.052113
1298.048401	-62.866234
1298.721313	-63.901642
1299.394226	-63.514851
1300.067139	-63.701580
1300.740051	-63.948345
1301.412964	-64.008011
1302.085876	-63.354698
1302.758789	-62.307987
1303.431702	-62.909950
1304.104614	-62.752480
1304.777527	-61.966805
1305.450439	-61.165558
1306.123352	-60.581806
1306.796265	-60.444683
1307.469177	-59.488747
