Frequency (Hz)	Level (dB)
9926.133728	-82.298752
9926.806641	-82.150696
9927.479553	-81.823044
9928.152466	-81.899406
9928.825378	-82.165649
9929.498291	-82.177834
9930.171204	-81.758179
9930.844116	-81.395821
9931.517029	-80.692703
9932.189941	-79.648888
9932.862854	-79.727287
9933.535767	-80.787544
9934.208679	-80.707222
9934.881592	-79.196960
9935.554504	-78.432007
9936.227417	-79.315422
9936.900330	-80.425171
9937.573242	-80.904678
9938.246155	-81.483452
9938.919067	-80.757912
9939.591980	-81.008827
9940.264893	-81.656715
9940.937805	-81.294357
9941.610718	-81.034714
9942.283630	-81.678108
9942.956543	-82.219078
9943.629456	-80.887314
9944.302368	-81.587944
9944.975281	-82.730560
9945.648193	-82.984940
9946.321106	-83.419151
9946.994019	-83.479164
9947.666931	-83.403503
9948.339844	-83.204956
9949.012756	-83.366737
9949.685669	-83.145760
9950.358582	-83.082649
9951.031494	-83.286736
9951.704407	-83.393929
9952.377319	-82.852448
9953.050232	-82.667809
9953.723145	-82.639885
9954.396057	-82.244934
9955.068970	-82.375076
9955.741882	-82.676147
9956.414795	-82.153221
9957.087708	-82.650421
9957.760620	-82.961563
9958.433533	-82.670967
9959.106445	-82.637939
9959.779358	-82.257072
9960.452271	-82.442299
9961.125183	-82.938820
9961.798096	-83.043434
9962.471008	-82.818214
9963.143921	-83.080238
9963.816833	-83.341011
9964.489746	-83.182182
9965.162659	-82.848228
9965.835571	-82.937096
9966.508484	-83.140488
9967.181396	-82.649666
9967.854309	-82.173218
9968.527222	-82.167175
9969.200134	-82.135536
9969.873047	-82.389793
9970.545959	-82.209862
9971.218872	-81.999046
9971.891785	-82.603302
9972.564697	-83.013504
9973.237610	-82.266663
9973.910522	-81.372627
9974.583435	-81.708374
9975.256348	-82.011627
9975.929260	-81.816505
9976.602173	-82.575821
9977.275085	-83.118996
9977.947998	-83.400002
9978.620911	-83.196335
9979.293823	-82.526314
9979.966736	-82.767967
9980.639648	-82.718666
9981.312561	-82.598030
9981.985474	-82.931023
9982.658386	-82.749855
9983.331299	-82.386734
9984.004211	-82.278847
9984.677124	-82.546684
9985.350037	-83.124565
9986.022949	-83.613838
9986.695862	-83.288574
9987.368774	-82.959625
9988.041687	-82.158005
9988.714600	-81.441803
9989.387512	-81.574669
9990.060425	-81.759796
9990.733337	-82.562195
9991.406250	-83.304062
9992.079163	-83.229111
9992.752075	-83.251381
9993.424988	-82.819244
9994.097900	-82.488304
9994.770813	-82.250771
9995.443726	-81.598686
9996.116638	-81.409477
9996.789551	-82.430115
9997.462463	-82.400703
9998.135376	-82.287781
9998.808289	-82.469246
9999.481201	-82.402328
10000.154114	-81.766655
10000.827026	-82.122223
10001.499939	-81.992279
10002.172852	-82.088173
10002.845764	-82.484467
10003.518677	-82.164597
10004.191589	-82.663261
10004.864502	-82.476654
10005.537415	-81.995628
10006.210327	-81.993347
10006.883240	-82.674606
10007.556152	-82.871361
10008.229065	-83.045792
10008.901978	-82.729088
10009.574890	-82.336082
10010.247803	-82.479683
10010.920715	-82.145714
10011.593628	-82.020859
10012.266541	-82.157059
10012.939453	-81.848045
10013.612366	-81.960686
10014.285278	-82.232391
10014.958191	-82.347488
10015.631104	-82.416542
10016.304016	-83.007286
10016.976929	-83.107880
10017.649841	-83.195488
10018.322754	-83.131287
10018.995667	-82.504128
10019.668579	-83.070778
10020.341492	-82.880325
10021.014404	-82.874405
10021.687317	-83.459831
10022.360229	-82.991295
10023.033142	-82.682457
10023.706055	-83.274261
10024.378967	-82.647713
10025.051880	-82.197487
10025.724792	-82.548599
10026.397705	-82.328674
10027.070618	-81.972412
10027.743530	-82.407661
10028.416443	-82.596657
10029.089355	-82.344223
10029.762268	-82.227936
10030.435181	-82.200134
10031.108093	-81.878601
10031.781006	-82.114479
10032.453918	-82.569473
10033.126831	-82.515709
10033.799744	-83.229782
10034.472656	-82.635780
10035.145569	-82.426765
10035.818481	-82.808090
10036.491394	-83.206963
10037.164307	-82.579765
10037.837219	-82.027328
10038.510132	-82.462181
10039.183044	-81.936424
10039.855957	-81.757248
10040.528870	-82.444847
10041.201782	-82.294090
10041.874695	-82.256767
10042.547607	-82.937874
10043.220520	-82.504723
10043.893433	-82.286797
10044.566345	-82.678749
10045.239258	-82.961830
10045.912170	-83.125252
10046.585083	-83.668625
10047.257996	-83.214523
10047.930908	-82.916733
10048.603821	-83.262756
10049.276733	-82.609413
10049.949646	-82.378174
10050.622559	-82.859375
10051.295471	-82.707954
10051.968384	-82.503807
10052.641296	-82.785568
10053.314209	-82.664314
10053.987122	-82.724579
10054.660034	-82.723785
10055.332947	-82.687714
10056.005859	-82.237984
10056.678772	-82.298180
10057.351685	-81.954826
10058.024597	-82.215637
10058.697510	-83.462708
10059.370422	-83.272392
10060.043335	-83.345795
10060.716248	-83.129921
10061.389160	-82.023201
10062.062073	-82.104874
10062.734985	-82.391228
10063.407898	-82.544975
10064.080811	-82.374298
10064.753723	-82.224289
10065.426636	-82.312943
10066.099548	-82.251190
10066.772461	-82.112068
10067.445374	-82.486206
10068.118286	-82.564011
10068.791199	-82.320038
10069.464111	-82.368401
10070.137024	-82.763016
10070.809937	-82.763107
10071.482849	-82.554367
10072.155762	-82.261620
10072.828674	-82.370087
10073.501587	-82.688713
10074.174500	-82.873077
10074.847412	-83.614716
10075.520325	-83.506973
10076.193237	-83.134209
10076.866150	-83.341522
10077.539063	-83.135895
10078.211975	-83.115250
10078.884888	-83.394348
10079.557800	-83.280693
10080.230713	-83.223320
10080.903625	-83.569000
10081.576538	-83.710228
10082.249451	-83.736511
10082.922363	-83.737465
10083.595276	-83.858795
10084.268188	-83.583740
10084.941101	-84.072762
10085.614014	-83.756325
10086.286926	-83.589111
10086.959839	-83.333260
10087.632751	-83.087700
10088.305664	-83.088737
10088.978577	-83.162178
10089.651489	-83.056732
10090.324402	-83.047279
10090.997314	-83.527275
10091.670227	-83.870750
10092.343140	-83.381813
10093.016052	-83.495522
10093.688965	-83.860199
10094.361877	-83.866188
10095.034790	-83.892097
10095.707703	-84.122604
10096.380615	-84.143562
10097.053528	-84.288391
10097.726440	-84.250786
10098.399353	-83.931770
10099.072266	-83.569511
10099.745178	-82.844864
10100.418091	-82.862312
10101.091003	-82.827881
10101.763916	-83.169411
10102.436829	-83.810883
10103.109741	-83.983109
10103.782654	-83.505463
10104.455566	-83.727112
10105.128479	-83.437263
10105.801392	-82.865761
10106.474304	-82.626503
10107.147217	-83.397179
10107.820129	-83.629555
10108.493042	-83.616508
10109.165955	-83.855759
10109.838867	-83.416862
10110.511780	-82.813263
10111.184692	-83.044319
10111.857605	-83.034454
10112.530518	-83.087448
10113.203430	-83.222260
10113.876343	-83.440620
10114.549255	-83.280655
10115.222168	-83.466988
10115.895081	-83.557091
10116.567993	-83.821663
10117.240906	-83.723831
10117.913818	-83.198517
10118.586731	-83.262054
10119.259644	-83.538193
10119.932556	-83.076393
10120.605469	-82.971062
10121.278381	-82.852203
10121.951294	-82.446678
10122.624207	-82.062073
10123.297119	-82.942596
10123.970032	-83.240822
10124.642944	-82.929550
10125.315857	-83.234116
10125.988770	-83.062363
10126.661682	-82.652763
10127.334595	-83.196602
10128.007507	-83.287979
10128.680420	-82.805176
10129.353333	-83.132179
10130.026245	-82.952705
10130.699158	-82.589615
10131.372070	-82.702896
10132.044983	-83.381851
10132.717896	-83.550499
10133.390808	-84.098198
10134.063721	-83.791321
10134.736633	-82.944435
10135.409546	-82.715782
10136.082458	-83.117256
10136.755371	-83.695007
10137.428284	-83.076355
10138.101196	-82.332909
10138.774109	-83.192535
10139.447021	-83.631294
10140.119934	-83.208336
10140.792847	-83.608284
10141.465759	-83.792908
10142.138672	-83.261086
10142.811584	-82.938339
10143.484497	-83.373642
10144.157410	-83.378929
10144.830322	-82.695091
10145.503235	-82.857086
10146.176147	-83.338013
10146.849060	-83.463783
10147.521973	-84.041290
10148.194885	-84.091637
10148.867798	-83.603203
10149.540710	-83.936623
10150.213623	-84.395630
10150.886536	-84.178299
10151.559448	-84.151939
10152.232361	-84.332245
10152.905273	-84.368523
10153.578186	-83.908607
10154.251099	-83.459320
10154.924011	-83.030724
10155.596924	-83.131081
10156.269836	-83.641342
10156.942749	-83.832253
10157.615662	-84.229561
10158.288574	-84.410370
10158.961487	-83.980629
10159.634399	-83.391777
10160.307312	-83.950592
10160.980225	-83.649597
10161.653137	-84.063789
10162.326050	-84.395576
10162.998962	-84.316765
10163.671875	-84.626617
10164.344788	-84.726517
10165.017700	-84.369102
10165.690613	-84.632751
10166.363525	-84.609650
10167.036438	-84.520798
10167.709351	-84.311348
10168.382263	-83.779015
10169.055176	-83.479248
10169.728088	-84.264282
10170.401001	-84.141502
10171.073914	-83.673988
10171.746826	-83.772163
10172.419739	-83.331444
10173.092651	-82.908546
10173.765564	-83.190155
10174.438477	-83.546806
10175.111389	-83.852760
10175.784302	-83.583847
10176.457214	-83.621765
10177.130127	-83.856354
10177.803040	-83.043327
10178.475952	-82.721985
10179.148865	-83.339157
10179.821777	-83.660629
10180.494690	-84.261940
10181.167603	-85.059792
10181.840515	-83.908104
10182.513428	-83.292030
10183.186340	-83.975342
10183.859253	-83.844467
10184.532166	-83.368919
10185.205078	-83.141861
10185.877991	-82.510399
10186.550903	-83.026657
10187.223816	-83.946724
10187.896729	-83.885979
10188.569641	-83.610992
10189.242554	-83.659363
10189.915466	-84.071602
10190.588379	-83.888290
10191.261292	-83.045563
10191.934204	-83.295967
10192.607117	-84.427437
10193.280029	-84.461098
10193.952942	-84.416832
10194.625854	-84.155342
10195.298767	-84.299461
10195.971680	-84.658310
10196.644592	-84.675140
10197.317505	-84.174454
10197.990417	-84.455383
10198.663330	-84.597000
10199.336243	-84.509796
10200.009155	-83.640381
10200.682068	-83.489342
10201.354980	-83.182762
10202.027893	-83.358536
10202.700806	-83.610695
10203.373718	-82.944252
10204.046631	-82.561607
10204.719543	-84.054329
10205.392456	-84.145226
10206.065369	-83.179573
10206.738281	-83.065620
10207.411194	-83.292511
10208.084106	-83.193588
10208.757019	-83.870232
10209.429932	-83.719025
10210.102844	-83.197159
10210.775757	-83.916245
10211.448669	-83.497826
10212.121582	-83.235710
10212.794495	-83.439941
10213.467407	-83.694641
10214.140320	-84.004272
10214.813232	-83.221268
10215.486145	-83.490273
10216.159058	-83.750481
10216.831970	-83.903763
10217.504883	-84.435684
10218.177795	-84.570114
10218.850708	-84.004318
10219.523621	-83.429733
10220.196533	-83.846344
10220.869446	-83.390305
10221.542358	-82.794479
10222.215271	-83.210732
10222.888184	-83.460754
10223.561096	-83.594643
10224.234009	-83.508522
10224.906921	-83.817955
10225.579834	-84.170380
10226.252747	-83.847412
10226.925659	-83.492546
10227.598572	-83.674088
10228.271484	-83.310951
10228.944397	-83.333229
10229.617310	-84.002182
10230.290222	-84.096024
10230.963135	-83.829826
10231.636047	-83.828918
10232.308960	-83.667366
10232.981873	-83.719543
10233.654785	-84.340706
10234.327698	-84.041977
10235.000610	-83.461861
10235.673523	-83.806099
10236.346436	-84.801407
10237.019348	-83.937164
10237.692261	-83.260284
10238.365173	-84.011269
10239.038086	-84.200150
10239.710999	-84.626999
10240.383911	-85.219421
10241.056824	-84.549751
10241.729736	-84.166397
10242.402649	-85.249443
10243.075562	-84.842690
10243.748474	-83.750565
10244.421387	-84.319145
10245.094299	-84.463081
10245.767212	-84.147942
10246.440125	-84.407806
10247.113037	-85.002213
10247.785950	-83.868248
10248.458862	-84.227661
10249.131775	-84.268036
10249.804688	-83.224304
10250.477600	-83.013916
10251.150513	-83.861351
10251.823425	-84.023438
10252.496338	-84.454681
10253.169250	-84.686241
10253.842163	-84.341270
10254.515076	-84.454109
10255.187988	-84.318970
10255.860901	-83.702866
10256.533813	-83.894058
10257.206726	-84.525635
10257.879639	-84.785599
10258.552551	-84.418541
10259.225464	-83.990280
10259.898376	-84.062592
10260.571289	-84.531471
10261.244202	-83.876610
10261.917114	-83.790222
10262.590027	-83.497742
10263.262939	-83.415100
10263.935852	-83.953087
10264.608765	-84.115700
10265.281677	-84.020958
10265.954590	-84.664703
10266.627502	-84.211761
10267.300415	-83.285271
10267.973328	-83.402710
10268.646240	-83.674568
10269.319153	-83.931686
10269.992065	-84.141731
10270.664978	-83.531647
10271.337891	-83.244804
10272.010803	-83.811348
10272.683716	-84.255898
10273.356628	-83.443924
10274.029541	-82.798866
10274.702454	-83.580070
10275.375366	-84.123711
10276.048279	-83.898048
10276.721191	-84.540627
10277.394104	-84.735016
10278.067017	-84.628250
10278.739929	-83.509270
10279.412842	-83.655716
10280.085754	-84.388512
10280.758667	-84.082092
10281.431580	-83.871887
10282.104492	-84.255852
10282.777405	-84.647469
10283.450317	-84.901337
10284.123230	-85.058830
10284.796143	-85.082413
10285.469055	-84.972466
10286.141968	-84.866623
10286.814880	-84.770302
10287.487793	-84.565186
10288.160706	-84.566986
10288.833618	-84.208908
10289.506531	-83.595474
10290.179443	-83.385155
10290.852356	-83.714348
10291.525269	-83.709473
10292.198181	-83.665520
10292.871094	-84.140717
10293.544006	-84.895050
10294.216919	-84.483490
10294.889832	-85.562111
10295.562744	-85.901512
10296.235657	-84.371086
10296.908569	-83.739731
10297.581482	-84.031059
10298.254395	-83.723961
10298.927307	-84.139412
10299.600220	-84.115295
10300.273132	-83.629158
10300.946045	-84.048683
10301.618958	-84.325165
10302.291870	-84.757912
10302.964783	-84.968880
10303.637695	-84.362900
10304.310608	-83.845146
10304.983521	-84.413185
10305.656433	-84.396942
10306.329346	-84.127220
10307.002258	-83.831055
10307.675171	-83.187477
10308.348083	-83.752647
10309.020996	-84.573738
10309.693909	-84.432251
10310.366821	-84.862366
10311.039734	-85.405167
10311.712646	-85.014435
10312.385559	-85.131119
10313.058472	-85.358727
10313.731384	-84.830994
10314.404297	-84.842888
10315.077209	-85.419540
10315.750122	-85.291199
10316.423035	-84.783669
10317.095947	-84.786491
10317.768860	-84.320091
10318.441772	-83.697739
10319.114685	-84.417931
10319.787598	-83.782898
10320.460510	-84.376389
10321.133423	-84.693802
10321.806335	-84.562546
10322.479248	-84.627975
10323.152161	-84.828133
10323.825073	-85.193443
10324.497986	-84.838356
10325.170898	-84.784500
10325.843811	-85.139633
10326.516724	-85.228989
10327.189636	-84.727440
10327.862549	-84.404305
10328.535461	-84.869934
10329.208374	-84.597702
10329.881287	-84.226219
10330.554199	-84.612457
10331.227112	-85.399467
10331.900024	-85.062828
10332.572937	-85.040764
10333.245850	-84.856094
10333.918762	-84.467735
10334.591675	-84.216087
10335.264587	-84.187782
10335.937500	-84.707520
10336.610413	-85.025841
10337.283325	-85.343796
10337.956238	-85.460487
10338.629150	-84.815468
10339.302063	-84.723366
10339.974976	-85.171051
10340.647888	-84.535667
10341.320801	-84.962517
10341.993713	-85.846268
10342.666626	-84.543739
10343.339539	-83.482323
10344.012451	-83.372841
10344.685364	-83.491554
10345.358276	-83.444275
10346.031189	-83.760162
10346.704102	-83.934677
10347.377014	-84.262375
10348.049927	-84.319420
10348.722839	-84.096252
10349.395752	-83.870644
10350.068665	-84.707764
10350.741577	-84.736595
10351.414490	-84.729378
10352.087402	-85.111320
10352.760315	-85.086082
10353.433228	-84.830353
10354.106140	-84.685692
10354.779053	-84.602417
10355.451965	-84.798271
10356.124878	-84.858856
10356.797791	-84.603897
10357.470703	-84.586700
10358.143616	-84.365364
10358.816528	-84.366852
10359.489441	-84.080307
10360.162354	-84.085358
10360.835266	-84.409309
10361.508179	-84.265762
10362.181091	-84.535011
10362.854004	-84.282173
10363.526917	-84.545586
10364.199829	-84.010841
10364.872742	-83.890930
10365.545654	-83.765823
10366.218567	-83.860649
10366.891479	-84.131271
10367.564392	-84.434181
10368.237305	-83.694237
10368.910217	-83.596428
10369.583130	-84.309341
10370.256042	-84.678833
10370.928955	-84.819878
10371.601868	-84.601883
10372.274780	-84.292488
10372.947693	-84.421600
10373.620605	-84.357208
10374.293518	-84.204033
10374.966431	-84.831955
10375.639343	-85.239929
10376.312256	-85.231598
10376.985168	-85.225929
10377.658081	-85.065407
10378.330994	-84.906822
10379.003906	-84.657494
10379.676819	-84.584923
10380.349731	-84.289093
10381.022644	-84.158371
10381.695557	-84.898834
10382.368469	-85.277390
10383.041382	-85.432617
10383.714294	-85.311508
10384.387207	-85.439209
10385.060120	-85.116753
10385.733032	-84.978081
10386.405945	-84.826027
10387.078857	-84.557434
10387.751770	-84.305634
10388.424683	-85.102501
10389.097595	-85.407562
10389.770508	-84.622116
10390.443420	-84.920555
10391.116333	-84.671585
10391.789246	-84.598564
10392.462158	-84.665962
10393.135071	-85.318329
10393.807983	-85.039635
10394.480896	-84.080849
10395.153809	-84.426575
10395.826721	-84.118874
10396.499634	-83.590446
10397.172546	-84.220078
10397.845459	-84.386520
10398.518372	-84.433792
10399.191284	-84.717583
10399.864197	-85.255638
10400.537109	-85.169502
10401.210022	-84.428040
10401.882935	-84.311035
10402.555847	-84.172348
10403.228760	-83.812447
10403.901672	-83.881912
10404.574585	-83.865097
10405.247498	-84.080513
10405.920410	-84.135307
10406.593323	-84.286057
10407.266235	-84.556885
10407.939148	-84.835884
10408.612061	-84.483498
10409.284973	-84.260178
10409.957886	-84.210167
10410.630798	-84.306656
10411.303711	-84.536583
10411.976624	-84.087013
10412.649536	-83.529984
10413.322449	-84.315536
10413.995361	-84.773170
10414.668274	-84.540298
10415.341187	-84.306671
10416.014099	-84.222542
10416.687012	-84.101509
10417.359924	-84.325005
10418.032837	-84.386658
10418.705750	-84.387672
10419.378662	-83.931938
10420.051575	-83.540253
10420.724487	-83.367661
10421.397400	-83.672310
10422.070313	-84.001762
10422.743225	-84.208115
10423.416138	-84.776672
10424.089050	-84.630020
10424.761963	-84.534706
10425.434875	-85.100624
10426.107788	-84.737480
10426.780701	-84.315948
10427.453613	-84.453384
10428.126526	-84.673660
10428.799438	-84.668663
10429.472351	-84.919548
10430.145264	-84.844910
10430.818176	-84.736038
10431.491089	-85.142944
10432.164001	-85.357300
10432.836914	-84.609406
10433.509827	-84.557449
10434.182739	-85.184013
10434.855652	-85.512604
10435.528564	-85.196793
10436.201477	-85.126640
10436.874390	-84.822968
10437.547302	-84.361977
10438.220215	-84.292847
10438.893127	-84.694061
10439.566040	-84.920998
10440.238953	-85.087914
10440.911865	-85.435394
10441.584778	-84.946815
10442.257690	-85.219063
10442.930603	-85.374535
10443.603516	-84.887367
10444.276428	-84.877357
10444.949341	-84.628578
10445.622253	-84.353760
10446.295166	-84.289719
10446.968079	-84.889183
10447.640991	-84.818733
10448.313904	-84.595840
10448.986816	-84.396309
10449.659729	-83.876694
10450.332642	-84.595299
10451.005554	-85.157959
10451.678467	-85.005447
10452.351379	-84.816841
10453.024292	-84.932648
10453.697205	-85.375122
10454.370117	-85.023972
10455.043030	-84.789040
10455.715942	-84.686150
10456.388855	-84.785706
10457.061768	-84.486847
10457.734680	-84.784767
10458.407593	-84.296089
10459.080505	-83.574402
10459.753418	-84.221291
10460.426331	-84.281975
10461.099243	-84.285309
10461.772156	-84.927216
10462.445068	-84.474136
10463.117981	-83.237022
10463.790894	-84.135880
10464.463806	-84.699562
10465.136719	-84.963585
10465.809631	-85.109123
10466.482544	-84.467918
10467.155457	-84.104637
10467.828369	-84.664948
10468.501282	-85.143608
10469.174194	-85.037010
10469.847107	-85.313110
10470.520020	-84.604652
10471.192932	-84.220169
10471.865845	-84.888618
10472.538757	-85.189598
10473.211670	-84.678818
10473.884583	-84.242882
10474.557495	-84.078682
10475.230408	-84.118927
10475.903320	-84.456444
10476.576233	-84.683884
10477.249146	-84.395866
10477.922058	-84.574455
10478.594971	-84.446671
10479.267883	-84.066566
10479.940796	-84.383682
10480.613708	-84.176033
10481.286621	-84.342377
10481.959534	-85.014397
10482.632446	-84.661415
10483.305359	-84.835251
10483.978271	-84.866547
10484.651184	-84.915131
10485.324097	-84.764175
10485.997009	-84.619576
10486.669922	-85.512756
10487.342834	-85.174255
10488.015747	-84.902321
10488.688660	-85.194916
10489.361572	-84.835190
10490.034485	-85.058250
10490.707397	-85.307365
10491.380310	-84.650002
10492.053223	-84.900551
10492.726135	-84.618538
10493.399048	-84.375610
10494.071960	-85.356705
10494.744873	-85.148895
10495.417786	-84.159615
10496.090698	-84.574776
10496.763611	-84.780624
10497.436523	-84.081367
10498.109436	-83.796791
10498.782349	-83.618942
10499.455261	-83.770256
10500.128174	-84.216789
10500.801086	-84.390739
10501.473999	-84.100960
10502.146912	-84.416801
10502.819824	-84.223732
10503.492737	-84.504425
10504.165649	-84.746201
10504.838562	-84.351868
10505.511475	-84.865822
10506.184387	-85.386459
10506.857300	-84.749992
10507.530212	-84.443314
10508.203125	-84.507034
10508.876038	-84.307220
10509.548950	-84.494377
10510.221863	-84.354668
10510.894775	-84.450653
10511.567688	-84.775551
10512.240601	-84.714012
10512.913513	-84.448959
10513.586426	-84.287514
10514.259338	-84.304871
10514.932251	-84.244392
10515.605164	-84.682327
10516.278076	-85.254074
10516.950989	-84.461494
10517.623901	-84.097008
10518.296814	-84.415901
10518.969727	-84.163902
10519.642639	-84.599266
10520.315552	-84.588371
10520.988464	-84.103279
10521.661377	-83.716988
10522.334290	-83.932518
10523.007202	-84.908272
10523.680115	-84.893051
10524.353027	-84.420174
10525.025940	-84.328278
10525.698853	-84.517151
10526.371765	-84.534424
10527.044678	-84.337700
10527.717590	-84.427361
10528.390503	-84.343781
10529.063416	-84.965111
10529.736328	-85.303360
10530.409241	-84.862076
10531.082153	-84.897980
10531.755066	-84.932671
10532.427979	-84.468842
10533.100891	-84.437256
10533.773804	-84.106491
10534.446716	-84.530075
10535.119629	-84.793098
10535.792542	-84.346550
10536.465454	-84.135414
10537.138367	-84.757187
10537.811279	-84.514709
10538.484192	-84.305771
10539.157104	-84.501671
10539.830017	-83.925308
10540.502930	-84.244659
10541.175842	-84.493332
10541.848755	-83.861618
10542.521667	-84.504784
10543.194580	-85.021355
10543.867493	-84.226540
10544.540405	-83.635040
10545.213318	-83.312790
10545.886230	-82.894081
10546.559143	-83.013161
10547.232056	-83.483978
10547.904968	-83.529922
10548.577881	-83.839851
10549.250793	-84.365723
10549.923706	-84.601395
10550.596619	-84.177155
10551.269531	-84.316727
10551.942444	-84.424576
10552.615356	-84.747665
10553.288269	-85.055984
10553.961182	-84.419640
10554.634094	-83.916634
10555.307007	-84.033516
10555.979919	-84.077454
10556.652832	-84.838448
10557.325745	-84.597641
10557.998657	-84.372375
10558.671570	-84.332458
10559.344482	-84.194984
10560.017395	-84.656525
10560.690308	-85.304710
10561.363220	-85.353157
10562.036133	-84.818375
10562.709045	-85.228798
10563.381958	-85.256035
10564.054871	-85.142487
10564.727783	-84.921799
10565.400696	-85.216263
10566.073608	-84.736984
10566.746521	-84.703537
10567.419434	-84.784142
10568.092346	-84.790298
10568.765259	-84.188454
10569.438171	-84.148865
10570.111084	-84.805725
10570.783997	-84.701759
10571.456909	-84.669998
10572.129822	-85.304367
10572.802734	-85.028374
10573.475647	-84.853958
10574.148560	-84.100342
10574.821472	-83.381706
10575.494385	-83.869568
10576.167297	-83.755730
10576.840210	-83.511902
10577.513123	-84.224937
10578.186035	-84.807602
10578.858948	-85.015594
10579.531860	-84.999077
10580.204773	-84.379524
10580.877686	-84.089249
10581.550598	-84.361420
10582.223511	-84.740616
10582.896423	-85.505074
10583.569336	-85.301857
10584.242249	-84.679016
10584.915161	-84.396812
10585.588074	-84.733582
10586.260986	-85.485985
10586.933899	-84.846817
10587.606812	-85.153351
10588.279724	-85.874443
10588.952637	-84.809784
10589.625549	-84.267868
10590.298462	-84.909706
10590.971375	-85.124130
10591.644287	-85.093819
10592.317200	-84.794441
10592.990112	-85.248550
10593.663025	-85.402664
10594.335938	-84.784248
10595.008850	-85.002502
10595.681763	-85.340462
10596.354675	-85.129013
10597.027588	-84.717178
10597.700500	-84.633774
10598.373413	-85.158257
10599.046326	-86.146408
10599.719238	-85.568939
10600.392151	-84.648773
10601.065063	-84.691895
10601.737976	-85.161705
10602.410889	-85.160133
10603.083801	-84.793602
10603.756714	-84.592819
10604.429626	-84.792984
10605.102539	-85.069672
10605.775452	-85.302544
10606.448364	-85.583641
10607.121277	-85.496902
10607.794189	-85.336052
10608.467102	-85.584839
10609.140015	-85.660812
10609.812927	-84.856369
10610.485840	-84.562561
10611.158752	-84.869987
10611.831665	-84.539146
10612.504578	-83.685883
10613.177490	-83.232216
10613.850403	-83.171661
10614.523315	-84.805458
10615.196228	-85.728043
10615.869141	-85.865456
10616.542053	-86.050385
10617.214966	-86.166374
10617.887878	-86.186783
10618.560791	-86.477448
10619.233704	-85.941170
10619.906616	-85.951424
10620.579529	-85.415825
10621.252441	-85.227722
10621.925354	-85.156830
10622.598267	-85.118828
10623.271179	-85.307007
10623.944092	-86.128960
10624.617004	-86.457428
10625.289917	-86.384987
10625.962830	-86.300621
10626.635742	-85.896904
10627.308655	-85.025589
10627.981567	-84.345207
10628.654480	-84.150139
10629.327393	-84.923615
10630.000305	-84.888329
10630.673218	-84.970612
10631.346130	-85.065010
10632.019043	-85.109764
10632.691956	-85.620010
10633.364868	-85.011986
10634.037781	-84.830414
10634.710693	-84.682495
10635.383606	-84.656273
10636.056519	-85.046669
10636.729431	-85.783638
10637.402344	-86.058884
10638.075256	-85.423775
10638.748169	-84.639961
10639.421082	-84.814964
10640.093994	-84.943047
10640.766907	-84.686447
10641.439819	-84.280258
10642.112732	-84.668640
10642.785645	-84.224922
10643.458557	-83.799164
10644.131470	-83.768906
10644.804382	-83.703094
10645.477295	-83.612556
10646.150208	-84.090988
10646.823120	-84.413338
10647.496033	-84.595459
10648.168945	-84.647263
10648.841858	-85.050316
10649.514771	-84.869446
10650.187683	-84.969093
10650.860596	-84.989792
10651.533508	-84.162415
10652.206421	-84.156906
10652.879333	-85.180351
10653.552246	-85.077202
10654.225159	-85.096336
10654.898071	-85.303139
10655.570984	-85.026085
10656.243896	-84.469025
10656.916809	-84.697433
10657.589722	-84.540016
10658.262634	-84.580475
10658.935547	-84.789276
10659.608459	-84.697838
10660.281372	-84.839424
10660.954285	-84.815720
10661.627197	-84.354431
10662.300110	-84.226479
10662.973022	-84.603188
10663.645935	-84.824692
10664.318848	-85.167992
10664.991760	-85.188416
10665.664673	-85.267365
10666.337585	-85.436150
10667.010498	-85.522064
10667.683411	-85.191109
10668.356323	-84.519928
10669.029236	-84.419731
10669.702148	-84.915787
10670.375061	-84.676270
10671.047974	-84.926041
10671.720886	-85.153824
10672.393799	-85.471802
10673.066711	-85.634178
10673.739624	-85.301743
10674.412537	-84.357376
10675.085449	-84.132454
10675.758362	-84.569817
10676.431274	-84.046623
10677.104187	-84.214310
10677.777100	-84.932709
10678.450012	-84.772552
10679.122925	-84.537643
10679.795837	-84.777115
10680.468750	-85.072594
10681.141663	-84.684357
10681.814575	-84.659302
10682.487488	-84.355217
10683.160400	-84.638489
10683.833313	-85.508194
10684.506226	-86.060326
10685.179138	-85.442230
10685.852051	-84.944862
10686.524963	-85.277863
10687.197876	-85.632347
10687.870789	-85.290787
10688.543701	-85.127373
10689.216614	-85.356171
10689.889526	-84.858711
10690.562439	-84.403145
10691.235352	-83.775574
10691.908264	-83.590363
10692.581177	-84.386658
10693.254089	-84.868118
10693.927002	-84.953705
10694.599915	-84.957451
10695.272827	-85.415405
10695.945740	-85.975029
10696.618652	-86.461182
10697.291565	-85.774559
10697.964478	-84.978851
10698.637390	-84.306793
10699.310303	-84.465469
10699.983215	-85.075279
10700.656128	-85.589920
10701.329041	-85.294044
10702.001953	-85.425034
10702.674866	-85.191147
10703.347778	-85.452843
10704.020691	-85.892227
10704.693604	-85.498466
10705.366516	-85.576378
10706.039429	-85.396530
10706.712341	-85.431488
10707.385254	-84.742836
10708.058167	-84.331413
10708.731079	-84.806068
10709.403992	-85.178337
